Item No.,Description,Sell,On Hand,Cost,List,OEM,Category,Extended Sell
FAS-BC-5/16X1-1/2,S/S CARRIAGE BOLT,72.71,50,39.19,72.71,WEST,WEST,S/S CARRIAGE BOLT
FAS-BC-5/16X2,S/S CARRIAGE BOLT,79.39,50,42.79,79.39,WEST,WEST,S/S CARRIAGE BOLT
FAS-BC-5/16X2-1/2,S/S CARRIAGE BOLT,97.16,25,52.36,97.16,WEST,WEST,S/S CARRIAGE BOLT
FAS-BC-5/16X3,S/S CARRIAGE BOLT,120.19,50,64.77,120.19,WEST,WEST,S/S CARRIAGE BOLT
FAS-BH316-1/4X1,316SS HEX HEAD CAP SCREW,42.32,100,22.81,42.32,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-1/4X1-1/2,316SS HEX HEAD CAP SCREW,58.30,1,20.42,58.30,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-1/4X2,316SS HEX HEAD CAP SCREW,79.84,100,43.03,79.84,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-1/4X3,316SS HEX HEAD CAP SCREW,114.19,25,61.54,114.19,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-1/4X3/4,316SS HEX HEAD CAP SCREW,41.28,100,22.25,41.28,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-3/8X1,316SS HEX HEAD CAP SCREW,96.24,100,51.87,96.24,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-3/8X4,316SS HEX HEAD CAP SCREW,412.46,25,222.28,412.46,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-3/8X4-1/2,316SS HEX HEAD CAP SCREW,322.21,20,173.65,322.21,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X1-1/,316SS HEX HEAD CAP SCREW,0.83,100,0.29,0.00,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X2,316SS HEX HEAD CAP SCREW,99.85,100,53.81,99.85,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X2-1/,316SS HEX HEAD CAP SCREW,1.39,100,0.49,0.00,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X3,316SS HEX HEAD CAP SCREW,170.89,25,92.10,170.89,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X3-1/,316SS HEX HEAD CAP SCREW,1.90,25,0.67,0.00,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH316-5/16X3/4,316SS HEX HEAD CAP SCREW,48.65,100,26.22,48.65,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-BH3165/16X1-1/2,316SS HEX HEAD CAP SCREW,1.11,100,0.39,0.00,WEST,WEST,316SS HEX HEAD CAP SCREW
FAS-MFP-1/4X1,FH PHILIPS SS MACH.SCREW,35.92,100,19.36,35.92,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-1/4X1-1/2,FH PHILIPS SS MACH.SCREW,49.80,100,26.84,49.80,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-1/4X2-1/2,FH PHILIPS SS MACH.SCREW,66.80,100,36.00,66.80,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X1,FH PHILIPS SS MACH.SCREW,21.26,100,11.46,21.26,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X1-1/2,FH PHILIPS SS MACH.SCREW,26.67,100,14.37,26.67,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X1-1/4,FH PHILIPS SS MACH.SCREW,37.34,100,20.12,37.34,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X1-3/4,FH PHILIPS SS MACH.SCREW,25.45,100,13.72,25.45,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X2-1/2,FH PHILIPS SS MACH.SCREW,68.57,100,36.95,68.57,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-10-24X3/4,FH PHILIPS SS MACH.SCREW,20.04,100,10.80,20.04,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-5/16X1-1/2,FH PHILIPS SS MACH.SCREW,163.59,50,88.16,163.59,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-5/16X2,FH PHILIPS SS MACH.SCREW,229.63,25,123.75,229.63,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-5/16X2-1/2,FH PHILIPS SS MACH.SCREW,226.79,25,122.22,226.79,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MFP-5/16X3,FH PHILIPS SS MACH.SCREW,305.48,25,164.63,305.48,WEST,WEST,FH PHILIPS SS MACH.SCREW
FAS-MPP-1/4X1,PH PHILIPS SS MACH.SCREW,41.75,100,22.50,41.75,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-1/4X1-1/4,PH PHILIPS SS MACH.SCREW,57.83,100,31.17,57.83,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-1/4X2-1/2,PH PHILIPS SS MACH.SCREW,94.17,100,50.75,94.17,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-10-24X1-1/2,PH PHILIPS SS MACH.SCREW,30.41,100,16.39,30.41,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-10-24X1/2,PH PHILIPS SS MACH.SCREW,18.77,100,10.12,18.77,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-10-24X2,PH PHILIPS SS MACH.SCREW,58.75,100,31.66,58.75,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-MPP-10-24X2-1/2,PH PHILIPS SS MACH.SCREW,109.95,100,59.26,109.95,WEST,WEST,PH PHILIPS SS MACH.SCREW
FAS-N10-24,SS HEX MS NUT 10/24,15.28,1,5.35,15.28,WEST,WEST,SS HEX MS NUT 10/24
FAS-N10MM,METRIC SS HEX NUT,149.83,0,52.48,149.83,WEST,WEST,METRIC SS HEX NUT
FAS-N12MM,METRIC SS HEX NUT,160.00,0,56.04,160.00,WEST,WEST,METRIC SS HEX NUT
FAS-N316-1/2,316SS FINISH HEX NUT NC,133.53,50,71.96,133.53,WEST,WEST,316SS FINISH HEX NUT NC
FAS-N316-1/4,316SS FINISH HEX NUT NC,31.38,80,16.91,31.38,WEST,WEST,316SS FINISH HEX NUT NC
FAS-N316-3/8,316SS FINISH HEX NUT NC,71.54,100,38.56,71.54,WEST,WEST,316SS FINISH HEX NUT NC
FAS-N316-5/16,316SS FINISH HEX NUT NC,37.49,100,20.20,37.49,WEST,WEST,316SS FINISH HEX NUT NC
FAS-N5/16,SS FINISH HEX NUT NC,32.03,0,11.21,32.03,WEST,WEST,SS FINISH HEX NUT NC
FAS-N5MM,METRIC SS HEX NUT,31.11,0,10.89,31.11,WEST,WEST,METRIC SS HEX NUT
FAS-N6MM,METRIC SS HEX NUT,45.74,0,16.02,45.74,WEST,WEST,METRIC SS HEX NUT
FAS-N8MM,METRIC SS HEX NUT,70.69,0,24.76,70.69,WEST,WEST,METRIC SS HEX NUT
FAS-NL316-1/2,316SS LOCK NUT NC,173.26,100,93.37,173.26,WEST,WEST,316SS LOCK NUT NC
FAS-NL316-1/4,316SS LOCK NUT NC,37.04,100,19.96,37.04,WEST,WEST,316SS LOCK NUT NC
FAS-NL316-3/8,316SS LOCK NUT NC,89.26,100,48.10,89.26,WEST,WEST,316SS LOCK NUT NC
FAS-NL316-5/16,316SS LOCK NUT NC,71.81,100,38.70,71.81,WEST,WEST,316SS LOCK NUT NC
FAS-SF#10X1/2,F.H.S/S SKT.TAPP.SCREW,14.16,0,7.63,14.16,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF#8X5/8,F.H.S/S SKT.TAPP.SCREW,19.07,0,10.28,19.07,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#10X1,F.H.S/S SKT TAPP.SCREW,18.22,100,9.82,18.22,WEST,WEST,F.H.S/S SKT TAPP.SCREW
FAS-SF-#10X1-1/2,F.H.S/S SKT.TAPP.SCREW,25.60,100,13.80,25.60,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#10X2,F.H.S/S SKT.TAPP.SCREW,31.73,90,17.10,31.73,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#10X3/4,F.H.S/S SKT.TAPP.SCREW,15.83,70,8.53,15.83,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X1,F.H.S/S SKT.TAPP.SCREW,24.38,100,13.14,24.38,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X1-1/2,F.H.S/S SKT.TAPP.SCREW,35.27,100,19.01,35.27,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X2,F.H.S/S SKT.TAPP.SCREW,45.44,100,24.49,45.44,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X2-1/2,F.H.S/S SKT.TAPP.SCREW,64.36,100,34.69,64.36,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X3,F.H.S/S SKT.TAPP.SCREW,64.06,100,34.52,64.06,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#12X3/4,F.H.S/S SKT.TAPP.SCREW,20.84,100,11.23,20.84,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#14X1,F.H.S/S SKT.TAPP.SCREW,35.12,80,18.93,35.12,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#14X2,F.H.S/S SKT.TAPP.SCREW,58.90,100,31.74,58.90,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#14X2-1/2,F.H.S/S SKT.TAPP.SCREW,70.39,100,37.93,70.39,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#6X3/4,F.H.S/S SKT.TAPP.SCREW,10.57,100,5.70,10.57,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#8X1,F.H.S/S SKT.TAPP.SCREW,14.63,100,7.88,14.63,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#8X1-1/2,F.H.S/S SKT.TAPP.SCREW,20.19,100,10.88,20.19,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#8X1/2,F.H.S/S SKT.TAPP.SCREW,10.37,100,5.59,10.37,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SF-#8X2,F.H.S/S SKT.TAPP.SCREW,26.47,100,14.26,26.47,WEST,WEST,F.H.S/S SKT.TAPP.SCREW
FAS-SO-#10X1,O.H.S/S SKT.TAPP.SCREW,27.07,100,14.59,27.07,WEST,WEST,O.H.S/S SKT.TAPP.SCREW
FAS-SO-#8X1,O.H.S/S SKT.TAPP.SCREW,19.12,100,10.30,19.12,WEST,WEST,O.H.S/S SKT.TAPP.SCREW
FAS-SP#10X1/2,P.H.S/S SKT.TAPP.SCREW,21.96,0,11.83,21.96,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#10X1,P.H.S/S SKT.TAPP.SCREW,22.98,74,12.38,22.98,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#10X1/2,P.H.S/S SKT.TAPP.SCREW,15.93,100,8.59,15.93,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#10X3/4,P.H.S/S SKT.TAPP.SCREW,19.27,69,10.39,19.27,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#12X1,P.H.S/S SKT.TAPP.SCREW,31.38,100,16.91,31.38,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#12X1-1/2,P.H.S/S SKT.TAPP.SCREW,42.10,100,22.69,42.10,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#12X3/4,P.H.S/S SKT.TAPP.SCREW,26.32,100,14.18,26.32,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#8X1/2,P.H.S/S SKT.TAPP.SCREW,13.01,100,7.01,13.01,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-SP-#8X3/4,P.H.S/S SKT.TAPP.SCREW,15.03,100,8.10,15.03,WEST,WEST,P.H.S/S SKT.TAPP.SCREW
FAS-W316-1/2,316SS FLAT WASHER,65.23,50,35.15,65.23,WEST,WEST,316SS FLAT WASHER
FAS-W316-1/4,316SS FLAT WASHER,19.37,100,10.44,19.37,WEST,WEST,316SS FLAT WASHER
FAS-W316-10,316SS FLAT WASHER,11.84,100,6.38,11.84,WEST,WEST,316SS FLAT WASHER
FAS-W316-3/8,316SS FLAT WASHER (7/8 O.D.),25.45,100,13.72,25.45,WEST,WEST,316SS FLAT WASHER (7/8 O.D.)
FAS-W316-5/16,316SS FLAT WASHER,20.79,100,11.20,20.79,WEST,WEST,316SS FLAT WASHER
FAS-W316-7/16,316SS FLAT WASHER,88.54,30,47.72,88.54,WEST,WEST,316SS FLAT WASHER
FAS-WC-#10,S/S FINISHING WASHER,14.06,100,7.58,14.06,WEST,WEST,S/S FINISHING WASHER
FAS-WC-#12,S/S FINISHING WASHER,15.53,100,8.37,15.53,WEST,WEST,S/S FINISHING WASHER
FAS-WC-#6,S/S FINISHING WASHER,10.17,100,5.48,10.17,WEST,WEST,S/S FINISHING WASHER
FAS-WC-#8,S/S FINISHING WASHER,9.15,100,4.93,9.15,WEST,WEST,S/S FINISHING WASHER
FAS-WC-1/4,S/S FINISHING WASHER,17.05,100,9.19,17.05,WEST,WEST,S/S FINISHING WASHER
FAS-WF-#10X1,SS FENDER WASHER (3/16X1),29.71,100,16.01,29.71,WEST,WEST,SS FENDER WASHER (3/16X1)
FAS-WF-#10X3/4,SS FENDER WASHER,21.46,100,11.56,21.46,WEST,WEST,SS FENDER WASHER
FAS-WF-1/2X2,SS FENDER WASHER,246.78,50,132.99,246.78,WEST,WEST,SS FENDER WASHER
FAS-WF-1/4X1-1/4,SS FENDER WASHER,94.07,100,50.70,94.07,WEST,WEST,SS FENDER WASHER
FAS-WF-3/8X1-1/2,SS FENDER WASHER,75.60,100,40.74,75.60,WEST,WEST,SS FENDER WASHER
FAS-WF-5/16X1-1/2,SS FENDER WASHER,79.79,100,43.00,79.79,WEST,WEST,SS FENDER WASHER
FAS-WL316-1/2,316SS LOCK WASHER,61.99,100,33.41,61.99,WEST,WEST,316SS LOCK WASHER
FAS-WL316-1/4,316SS LOCK WASHER,13.56,100,7.31,13.56,WEST,WEST,316SS LOCK WASHER
FAS-WL316-10,316SS LOCK WASHER,13.31,100,7.17,13.31,WEST,WEST,316SS LOCK WASHER
FAS-WL316-3/8,316SS LOCK WASHER,41.13,100,22.17,41.13,WEST,WEST,316SS LOCK WASHER
FAS-WL316-5/16,316SS LOCK WASHER,22.21,100,11.97,22.21,WEST,WEST,316SS LOCK WASHER
FBS-60301,PAINT/WORK MED COVERALLS GRAY,116.32,0,62.68,116.32,WEST,WEST,PAINT/WORK MED COVERALLS GRAY
FBS-60302,PAINT/WORK LRG COVERALLS GRAY,116.32,0,62.68,116.32,WEST,WEST,PAINT/WORK LRG COVERALLS GRAY
FBS-60303,PAINT/WORK XL COVERALLS GRAY,116.32,0,62.68,116.32,WEST,WEST,PAINT/WORK XL COVERALLS GRAY
FBS-60304,PAINT/WORK XXL COVERALLS GRAY,116.32,0,62.68,116.32,WEST,WEST,PAINT/WORK XXL COVERALLS GRAY
FBS-60305,PAINT/WORK XXXL COVERALLS GRAY,116.32,0,62.68,116.32,WEST,WEST,PAINT/WORK XXXL COVERALLS GRAY
FBY-G-1B-R,GAS FUME DETECTOR,792.10,0,426.88,792.10,WEST,WEST,GAS FUME DETECTOR
FBY-MS-2,GAS/PROPANE SENSOR W/20'CABLE,195.89,0,105.57,195.89,WEST,WEST,GAS/PROPANE SENSOR W/20'CABLE
FBY-P-2BNV-R,PROPANE FUME DETECTOR 2 ZONE,1216.56,0,655.63,1216.56,WEST,WEST,PROPANE FUME DETECTOR 2 ZONE
FIB-70212,38W X 5YD FIBERGLASS CLOTH,99.30,0,53.51,99.30,WEST,WEST,38W X 5YD FIBERGLASS CLOTH
FIR-FE1A10GO/WA,2.5LB.1-A-10B:C DRY-CHEM-WHITE,78.34,0,42.22,78.34,WEST,WEST,2.5LB.1-A-10B:C DRY-CHEM-WHITE
FIT-BR-PA036,LIFEJACKET WHISTLE,3.19,0,1.72,3.19,WEST,WEST,LIFEJACKET WHISTLE
FIT-DN-62-002A,LIFEBOUY LIGHT L161,523.86,0,282.32,523.86,WEST,WEST,LIFEBOUY LIGHT L161
FIT-FW-L0203A1,"30"""" LIFERING 2.5KG            """,88.90,0,88.90,88.90,WEST,WEST,"30"""" LIFERING 2.5KG            """
FIT-FW-L0203A2,"30"""" LIFERING 4.0KG            """,109.40,0,109.40,109.40,WEST,WEST,"30"""" LIFERING 4.0KG            """
FIT-FW-LRS06,TC/SOLAS A-PAK LIFERAFT 6-PER,2519.95,0,2519.95,2519.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 6-PER
FIT-FW-LRS08,TC/SOLAS A-PAK LIFERAFT 8-PER,2721.95,0,2721.95,2721.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 8-PER
FIT-FW-LRS10,TC/SOLAS A-PAK LIFERAFT 10-PAK,3024.95,0,3024.95,3024.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 10-PAK
FIT-FW-LRS12,TC/SOLAS A-PAK LIFERAFT 12-PER,3529.95,0,3529.95,3529.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 12-PER
FIT-FW-LRS16,TC/SOLAS A-PAK LIFERAFT 16-PER,3731.95,0,3731.95,3731.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 16-PER
FIT-FW-LRS20,TC/SOLAS A-PAK LIFERAFT 20-PER,4034.95,0,4034.95,4034.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 20-PER
FIT-FW-LRS25,TC/SOLAS A-PAK LIFERAFT 25-PER,4842.95,0,4842.95,4842.95,WEST,WEST,TC/SOLAS A-PAK LIFERAFT 25-PER
FLZ-MC200,MICROFIBER CLOTH,11.19,0,6.03,11.19,WEST,WEST,MICROFIBER CLOTH
FMA-SOF011,UHF ANTENNA BRACKET,105.78,0,63.34,105.78,WEST,WEST,UHF ANTENNA BRACKET
FMA-SOF013,FOLDING ANTENNA MOUNTING PLATE,114.98,0,68.85,114.98,WEST,WEST,FOLDING ANTENNA MOUNTING PLATE
FMA-SOF052,RATCHET MOUNT ANTENNA BASE,98.86,0,59.20,98.86,WEST,WEST,RATCHET MOUNT ANTENNA BASE
FOR-F75221,2 BURNER COOKTOP 120V,1159.59,0,734.41,1159.59,WEST,WEST,2 BURNER COOKTOP 120V
FOR-F75321,120V 3 BURNER COOKTOP,1650.42,1,1045.27,1650.42,WEST,WEST,120V 3 BURNER COOKTOP
FRS-156020,300-R-1-1/4LIFERNGHLDR1-1/4TB,155.89,0,81.95,155.89,WEST,WEST,300-R-1-1/4LIFERNGHLDR1-1/4TB
FRV-109-A,1/8 PLUG (SQ HEAD),1.25,4,0.67,1.25,WEST,WEST,1/8 PLUG (SQ HEAD)
FRV-109-B,1/4 PLUG (SQ HEAD),1.79,4,0.96,1.79,WEST,WEST,1/4 PLUG (SQ HEAD)
FRV-109-C,3/8 PLUG (SQ HEAD),2.82,2,1.52,2.82,WEST,WEST,3/8 PLUG (SQ HEAD)
FRV-109-D,1/2 PLUG (SQ HEAD),5.83,1,3.14,5.83,WEST,WEST,1/2 PLUG (SQ HEAD)
FRV-110-EB,3/4X1/4 BUSHING,8.80,3,4.74,8.80,WEST,WEST,3/4X1/4 BUSHING
FRV-122-E,3/4 HEX NIPPLE,9.57,2,5.16,9.57,WEST,WEST,3/4 HEX NIPPLE
FRV-124-B,1/4 FORGED ELBOW,7.75,2,4.18,7.75,WEST,WEST,1/4 FORGED ELBOW
FRV-125-10C,5/8X3/8 COUPLER,4.91,2,2.65,4.91,WEST,WEST,5/8X3/8 COUPLER
FRV-125-10E,5/8X3/4 COUPLER,11.64,3,6.27,11.64,WEST,WEST,5/8X3/4 COUPLER
FRV-125-12D,3/4X1/2 COUPLER,7.67,3,4.13,7.67,WEST,WEST,3/4X1/2 COUPLER
FRV-125-4B,1/4X1/4 COUPLER,2.64,0,1.42,2.64,WEST,WEST,1/4X1/4 COUPLER
FRV-125-4C,1/4X3/8 COUPLER,4.11,4,2.21,4.11,WEST,WEST,1/4X3/8 COUPLER
FRV-125-4D,1/4X1/2 COUPLER,6.41,2,3.46,6.41,WEST,WEST,1/4X1/2 COUPLER
FRV-125-6B,3/8X1/4 COUPLER,2.59,1,1.39,2.59,WEST,WEST,3/8X1/4 COUPLER
FRV-125-6C,3/8X3/8 COUPLER,3.92,12,2.11,3.92,WEST,WEST,3/8X3/8 COUPLER
FRV-129-4,1/4 SPLICER,3.02,2,1.63,3.02,WEST,WEST,1/4 SPLICER
FRV-129-5,5/16 SPLICER,3.39,10,1.83,3.39,WEST,WEST,5/16 SPLICER
FRV-129-6,3/8 SPLICER,3.69,16,1.99,3.69,WEST,WEST,3/8 SPLICER
FRV-129-8,1/2 HEX SPLICER,4.91,4,2.65,4.91,WEST,WEST,1/2 HEX SPLICER
FRV-139-10D,5/8X1/2 90 ELBOW,8.55,2,4.61,8.55,WEST,WEST,5/8X1/2 90 ELBOW
FRV-139-12D,3/4X1/2 ELBOW,29.09,1,15.68,29.09,WEST,WEST,3/4X1/2 ELBOW
FRV-139-5B,5/16X1/4 ELBOW,5.79,1,3.12,5.79,WEST,WEST,5/16X1/4 ELBOW
FRV-139-6B,3/8X1/4 ELBOW,5.95,0,3.20,5.95,WEST,WEST,3/8X1/4 ELBOW
FRV-139-6C,3/8X3/8 ELBOW,6.83,-1,3.68,6.83,WEST,WEST,3/8X3/8 ELBOW
FRV-139-8D,1/2X1/2 90 DEG ELBOW,16.25,4,8.76,16.25,WEST,WEST,1/2X1/2 90 DEG ELBOW
FRV-140-6B,3/8X1/4 ELBOW,7.05,2,3.80,7.05,WEST,WEST,3/8X1/4 ELBOW
FRV-2120-B,1/4 SHUT OFF COCK,22.95,1,12.37,22.95,WEST,WEST,1/4 SHUT OFF COCK
FRV-62-6,3/8 UNION COUPLING,4.81,1,2.59,4.81,WEST,WEST,3/8 UNION COUPLING
FRV-68-6D,3/8X1/2 CONNECTOR,5.44,1,2.93,5.44,WEST,WEST,3/8X1/2 CONNECTOR
FRV-725-10D,5/8X1/2 HOSE FITTING,10.30,4,5.55,10.30,WEST,WEST,5/8X1/2 HOSE FITTING
FRV-725-8B,1/2X1/4 HOSE FITTING,7.97,1,4.29,7.97,WEST,WEST,1/2X1/4 HOSE FITTING
FRV-728-810,1/2X5/8 HOSE FITTING,16.73,2,9.02,16.73,WEST,WEST,1/2X5/8 HOSE FITTING
FRV-728-88,1/2X1/2 HOSE FITTING,7.52,0,4.05,7.52,WEST,WEST,1/2X1/2 HOSE FITTING
FRV-FLT-86-100,3/8 NYLON TUBING,4.46,75,2.40,4.46,WEST,WEST,3/8 NYLON TUBING
FRV-S3620-8C,3/4X 3/8NPT ADAPTER,3.71,0,2.00,3.71,WEST,WEST,3/4X 3/8NPT ADAPTER
FRV-X115-C,3/8STR. ELBOW,11.44,0,6.16,11.44,WEST,WEST,3/8STR. ELBOW
FTZ-29010Y-48,3/4X4YEL.DUAL WALL SHRINK,27.56,0,14.85,27.56,WEST,WEST,3/4X4YEL.DUAL WALL SHRINK
FTZ-91055,(10)1/0 STARTER LUG 1/4STUD,29.31,0,15.79,29.31,WEST,WEST,(10)1/0 STARTER LUG 1/4STUD
FTZ-93270,(100)14.5CBL.TIE UV.BLK120LB,37.01,0,19.94,37.01,WEST,WEST,(100)14.5CBL.TIE UV.BLK120LB
FUE-010-02199-00,XS-F40CWB SPEAKER 4 CLASSIC,176.94,0,117.96,176.94,WEST,WEST,XS-F40CWB SPEAKER 4 CLASSIC
FUE-010-02405-00,MS-RA60 MARINE STEREO,326.69,0,217.79,326.69,WEST,WEST,MS-RA60 MARINE STEREO
FUE-010-12584-00,STEALTH AM/FM ANTENNAE,7.47,0,4.98,7.47,WEST,WEST,STEALTH AM/FM ANTENNAE
FUE-010-12773-00,SXV300B SAT RADIO RECEIVER,119.76,0,79.84,119.76,WEST,WEST,SXV300B SAT RADIO RECEIVER
FUE-MS-OS420,100W 2WAY MARINE BOX SPEAKERS,108.89,0,72.59,108.89,WEST,WEST,100W 2WAY MARINE BOX SPEAKERS
FUL-500314,REPLACEMENT PART F2 GEAR KIT,32.10,1,17.30,32.10,WEST,WEST,REPLACEMENT PART F2 GEAR KIT
FUR-001-173-110-10,10 METER ANTENNA EXTENSION CBL,156.49,0,130.41,156.49,WEST,WEST,10 METER ANTENNA EXTENSION CBL
FUR-001-248-170-00,15M ANTENNA CABLE,805.33,0,671.11,805.33,WEST,WEST,15M ANTENNA CABLE
FUR-001-308-730,WHIP ANTENNA 2.6M 04S4176-3,335.58,0,279.65,335.58,WEST,WEST,WHIP ANTENNA 2.6M 04S4176-3
FUR-004-382-480,GPSANTENNA ASSY GSC-001 SC60,1821.40,0,1517.83,1821.40,WEST,WEST,GPSANTENNA ASSY GSC-001 SC60
FUR-235DHT-MSE,TRANSDUCER DIG D&HP TEMP 200W,1113.18,0,927.65,1113.18,WEST,WEST,TRANSDUCER DIG D&HP TEMP 200W
FUR-235DST-MSE,MULTIDUCER THRU HULL BRZ 200W,790.52,0,658.77,790.52,WEST,WEST,MULTIDUCER THRU HULL BRZ 200W
FUR-520-5MSD,TRANSDUCER THRU HULL BRZ 600W,550.14,0,458.45,550.14,WEST,WEST,TRANSDUCER THRU HULL BRZ 600W
FUR-AIR-339-101,"NMEA ANTENNA CABLE,7 PIN, 15M",225.86,0,188.22,225.86,WEST,WEST,"NMEA ANTENNA CABLE,7 PIN, 15M"
FUR-AIR-339-102,"NMEA ANTENNA CABLE,7 PIN, 25M",282.34,0,235.28,282.34,WEST,WEST,"NMEA ANTENNA CABLE,7 PIN, 25M"
FUR-CX4-3,VHF WHIP ANTENNA CX4-3/FEC,302.38,0,251.98,302.38,WEST,WEST,VHF WHIP ANTENNA CX4-3/FEC
FUR-FM4850,BLACK BOX VHF RADIOTELEPHONE,1371.72,0,1143.10,1371.72,WEST,WEST,BLACK BOX VHF RADIOTELEPHONE
FUR-GPA017,GPS ANTENNA WITH 10METER CABLE,208.13,0,173.44,208.13,WEST,WEST,GPS ANTENNA WITH 10METER CABLE
FUR-GPA017S/S,GPS ANTENNA W/O CABLE,175.86,0,146.55,175.86,WEST,WEST,GPS ANTENNA W/O CABLE
FUR-GPA023S,ANTENNA DGPS/DGLONASS GP1700,1064.80,0,887.33,1064.80,WEST,WEST,ANTENNA DGPS/DGLONASS GP1700
FUR-GPAC01,GPS ANTENNA W/10 MCABE,193.61,0,161.34,193.61,WEST,WEST,GPS ANTENNA W/10 MCABE
FUR-NX3H,HI-FIELD ANTENNA W/10M CABLE,617.90,0,514.92,617.90,WEST,WEST,HI-FIELD ANTENNA W/10M CABLE
FUR-RSB0071-057A,24 RADOME ANTENNA 4.0KW 1835,4935.11,0,4112.59,4935.11,WEST,WEST,24 RADOME ANTENNA 4.0KW 1835
FUR-RSB127-120,1815 DOME ANTENNA UNIT 4KW,3379.88,0,2816.57,3379.88,WEST,WEST,1815 DOME ANTENNA UNIT 4KW
FUR-XN10A/3.5,ANTENNA 3.5 OR 41 OPEN ARRAY,1794.91,0,1495.76,1794.91,WEST,WEST,ANTENNA 3.5 OR 41 OPEN ARRAY
